oem,oem_norm,hr_raw,hr_code,matched
276-19983,27619983,HR6488,HR 6488,1
276-20130,27620130,HR6488,HR 6488,1
276-20130.050,27620130050,HR6488,HR 6488,1
276-20695,27620695,HR6488,HR 6488,1
276-20695.050,27620695050,HR6488,HR 6488,1
276-21100,27621100,HR6570,HR 6570,1
276-22100,27622100,HR6570,HR 6570,1
276-22100.050,27622100050,HR6570,HR 6570,1
276-22709,27622709,HR6570,HR 6570,1
276-228718,276228718,HR8619,HR 8619,1
276-23088,27623088,HR8654,HR 8654,1
276-23386,27623386,HR80096,HR 80096,1
276-23386.050,27623386050,HR80096,HR 80096,1
276-23665,27623665,HR6600,HR 6600,1
276-23665.050,27623665050,HR6600,HR 6600,1
276-23916,27623916,HR6564,HR 6564,1
276-24005,27624005,HR6563,HR 6563,1
276-24005.050,27624005050,HR6563,HR 6563,1
276-24512,27624512,HR7378,HR 7378,1
276-24512.050,27624512050,HR7378,HR 7378,1
276-24513,27624513,HR7378,HR 7378,1
276-24513.050,27624513050,HR7378,HR 7378,1
276-24518,27624518,HR7397,HR 7397,1
276-24518.050,27624518050,HR7397,HR 7397,1
276-24658,27624658,HR6606,HR 6606,1
276-24658.050,27624658050,HR6606,HR 6606,1
276-25220,27625220,HR80209,HR 80209,1
276-25840,27625840,HR6609,HR 6609,1
276-25840.050,27625840050,HR6609,HR 6609,1
276-25840.051,27625840051,HR6609,HR 6609,1
276-25923,27625923,HR7378,HR 7378,1
276-26058,27626058,HR7378,HR 7378,1
276-26058.050,27626058050,HR7378,HR 7378,1
276-26128,27626128,HR7378,HR 7378,1
276-26128.050,27626128050,HR7378,HR 7378,1
276-26160,27626160,HR6600,HR 6600,1
276-26180,27626180,HR6682,HR 6682,1
276-26180.050,27626180050,HR6682,HR 6682,1
276-26526,27626526,HR6597,HR 6597,1
276-26526.050,27626526050,HR6597,HR 6597,1
276-26526.051,27626526051,HR6597,HR 6597,1
276-26779,27626779,HR6633,HR 6633,1
276-26779.050,27626779050,HR6633,HR 6633,1
276-26779.051,27626779051,HR6633,HR 6633,1
276-27003,27627003,HR8340,HR 8340,1
276-27003.050,27627003050,HR8340,HR 8340,1
276-27373,27627373,HR8470,HR 8470,1
276-27373.050,27627373050,HR8470,HR 8470,1
276-27373.051,27627373051,HR8470,HR 8470,1
276-2739,2762739,HR8421,HR 8421,1
276-27397,27627397,HR8421,HR 8421,1
276-27397.050,27627397050,HR8421,HR 8421,1
276-27397.051,27627397051,HR8421,HR 8421,1
276-27697,27627697,HR8421,HR 8421,1
276-27697.050,27627697050,HR8421,HR 8421,1
276-28032,27628032,HR8786,HR 8786,1
276-28032.050,27628032050,HR8786,HR 8786,1
276-28050,27628050,HR7378,HR 7378,1
276-2867,2762867,HR8471,HR 8471,1
276-28670,27628670,HR8471,HR 8471,1
276-28670.050,27628670050,HR8471,HR 8471,1
276-28670.051,27628670051,HR8471,HR 8471,1
276-28716,27628716,HR8826,HR 8826,1
276-28716.050,27628716050,HR8826,HR 8826,1
276-28717,27628717,HR8338,HR 8338,1
276-28718,27628718,HR8619,HR 8619,1
276-28718.050,27628718050,HR8619,HR 8619,1
276-2894,2762894,HR8718,HR 8718,1
276-28946,27628946,HR8718,HR 8718,1
276-28946.050,27628946050,HR8718,HR 8718,1
276-29096,27629096,HR80211,HR 80211,0
276-29176,27629176,HR80120,HR 80120,1
276-29176.050,27629176050,HR80120,HR 80120,1
276-29176.051,27629176051,HR80120,HR 80120,1
276-29198,27629198,HR80212,HR 80212,0
276-29198.050,27629198050,HR80212,HR 80212,0
276-29750,27629750,HR8743,HR 8743,1
276-29750.050,27629750050,HR8743,HR 8743,1
276-30744,27630744,HR80214,HR 80214,1
276-30744.050,27630744050,HR80214,HR 80214,1
276-31623,27631623,HR80074,HR 80074,1
276-32446,27632446,HR80261,HR 80261,1
276-32447,27632447,HR80262,HR 80262,1
276.367,276367,HR7310,HR 7310,1
276-4183,2764183,HR6041,HR 6041,1
276-48477,27648477,HR2110,HR 2110,1
276.579,276579,HR7041,HR 7041,1
276-6064,2766064,HR7203,HR 7203,1
276-71921,27671921,HR2155,HR 2155,1
276-73152,27673152,HR1121,HR 1121,1
276-75677,27675677,HR2105,HR 2105,1
276-77717,27677717,HR1160,HR 1160,1
276-79596,27679596,HR3634,HR 3634,1
276-79794,27679794,HR3635,HR 3635,1
276-80791,27680791,HR3636,HR 3636,1
276-8513,2768513,HR6100,HR 6100,1
276-8516,2768516,HR6100,HR 6100,1
276-90155.981,27690155981,HR6100,HR 6100,1
276-90218.997,27690218997,HR7906,HR 7906,1
276-90219.913,27690219913,HR7484,HR 7484,1
276-90273,27690273,HR7897,HR 7897,1
276-90273.967,27690273967,HR7897,HR 7897,1
276-90289.951,27690289951,HR6603,HR 6603,1
276-90314.979,27690314979,HR6488,HR 6488,1
276-90330.955,27690330955,HR6488,HR 6488,1
276-90414,27690414,HR46511,HR 46511,0
276-94842,27694842,HR3212,HR 3212,1
276-95774,27695774,HR3215,HR 3215,1
27755,27755,HR7520,HR 7520,1
2780,2780,HR2031/22,HR 2031/22,1
278.092,278092,HR7237,HR 7237,1
2781,2781,HR2045,HR 2045,1
2782,2782,HR1481,HR 1481,1
2783,2783,HR1490,HR 1490,1
278.600,278600,HR7079,HR 7079,1
278650,278650,HR7079,HR 7079,1
279271086,279271086,HR2274T25S,HR 2274 T25S,1
28001180,28001180,HR3601,HR 3601,1
280100160,280100160,HR6050,HR 6050,1
28010100,28010100,HR3602,HR 3602,1
28010110,28010110,HR3612,HR 3612,1
28010110-AX,28010110AX,HR3612,HR 3612,1
28010120,28010120,HR2274T20S,HR 2274 T20S,1
28010130,28010130,HR3602,HR 3602,1
28010130-AX,28010130AX,HR3602,HR 3602,1
28010251,28010251,HR6020,HR 6020,1
28015006,28015006,HR2268TRSI,HR 2268 TRSI,1
28020061,28020061,HR7215,HR 7215,1
28020150,28020150,HR8068,HR 8068,1
28020280,28020280,HR7375,HR 7375,1
28020410,28020410,HR8040,HR 8040,1
28020450,28020450,HR8200,HR 8200,1
28021200,28021200,HR7025,HR 7025,1
28021340,28021340,HR6204,HR 6204,1
28023210,28023210,HR7194,HR 7194,1
28024241,28024241,HR8034,HR 8034,1
28024510,28024510,HR2287TS,HR 2287 TS,1
28024515,28024515,HR2287T1,HR 2287 T1,1
28024520,28024520,HR7076,HR 7076,1
28024540,28024540,HR8034,HR 8034,1
28024541,28024541,HR8034,HR 8034,1
28024720,28024720,HR7587,HR 7587,1
280247207,280247207,HR7028,HR 7028,1
28024730,28024730,HR7027,HR 7027,1
28024890,28024890,HR7089,HR 7089,1
28025190,28025190,HR7091,HR 7091,1
28025220,28025220,HR7077,HR 7077,1
28025240,28025240,HR6204,HR 6204,1
28025340,28025340,HR6204,HR 6204,1
28025450,28025450,HR7210,HR 7210,1
28025490,28025490,HR7185,HR 7185,1
28025810,28025810,HR7190,HR 7190,1
28026030,28026030,HR7107,HR 7107,1
28026031,28026031,HR7107,HR 7107,1
280260850,280260850,HR7077,HR 7077,1
28026840,28026840,HR7237,HR 7237,1
280268400,280268400,HR8061,HR 8061,1
28026850,28026850,HR7077,HR 7077,1
28027150,28027150,HR6226,HR 6226,1
28027330,28027330,HR7215,HR 7215,1
28027620,28027620,HR47502,HR 47502,0
28027750,28027750,HR7587,HR 7587,1
28028020,28028020,HR7194,HR 7194,1
28028170,28028170,HR7372,HR 7372,1
28028190,28028190,HR7374,HR 7374,1
28028460,28028460,HR7508,HR 7508,1
28028500,28028500,HR6209,HR 6209,1
28028680,28028680,HR42116,HR 42116,1
28028730,28028730,HR7194,HR 7194,1
28028780,28028780,HR7194,HR 7194,1
28028800,28028800,HR7381,HR 7381,1
28028800/1,280288001,HR8203,HR 8203,1
28028990,28028990,HR6658,HR 6658,1
28028991,28028991,HR6598,HR 6598,1
28029110,28029110,HR7035,HR 7035,1
28029210,28029210,HR7219,HR 7219,1
28029230,28029230,HR8223,HR 8223,1
28029290,28029290,HR7369,HR 7369,1
28029300,28029300,HR8223,HR 8223,1
28029390,28029390,HR7370,HR 7370,1
28029620,28029620,HR8797,HR 8797,1
2802962023793,2802962023793,HR8797,HR 8797,1
28029670,28029670,HR7706,HR 7706,1
28029710,28029710,HR7365,HR 7365,1
28029750,28029750,HR8796,HR 8796,1
28030001,28030001,HR7530,HR 7530,1
28030048,28030048,HR7289,HR 7289,1
28030055,28030055,HR7563,HR 7563,1
28030057,28030057,HR7585,HR 7585,1
28030063,28030063,HR7037,HR 7037,1
28030151,28030151,HR7251,HR 7251,1
28030163,28030163,HR6146,HR 6146,1
28036030,28036030,HR6230,HR 6230,1
28040601,28040601,HR7025,HR 7025,1
28046001,28046001,HR7025,HR 7025,1
28046091,28046091,HR7367,HR 7367,1
2806459,2806459,HR2274T14S,HR 2274 T14S,1
28070590,28070590,HR6625,HR 6625,1
28071020,28071020,HR8348,HR 8348,1
28071080,28071080,HR6658,HR 6658,1
2807338146,2807338146,HR46295,HR 46295,0
28100.001.01,2810000101,HR6574,HR 6574,1
28100.001.0100,281000010100,HR6574,HR 6574,1
28100.001.03,2810000103,HR6687,HR 6687,1
28100.001.0300,281000010300,HR6687,HR 6687,1
28100.001.04,2810000104,HR6687,HR 6687,1
28100.001.0500,281000010500,HR6517,HR 6517,1
281504201,281504201,HR7071,HR 7071,1
281540201,281540201,HR7071,HR 7071,1
28156113,28156113,HR7188,HR 7188,1
28156142,28156142,HR7257,HR 7257,1
28156158,28156158,HR7689,HR 7689,1
28200,28200,HR7007,HR 7007,1
28.2000,282000,HR7007,HR 7007,1
282050,282050,HR7085,HR 7085,1
282060,282060,HR7085,HR 7085,1
2821309,2821309,HR2274T14S,HR 2274 T14S,1
2825010,2825010,HR7172,HR 7172,1
2825010-502,2825010502,HR7172,HR 7172,1
282793,282793,HR6170,HR 6170,1
28286012,28286012,HR7367,HR 7367,1
28286015,28286015,HR7367,HR 7367,1
2829057,2829057,HR3652,HR 3652,1
2830,2830,HR2080/10,HR 2080/10,1
2834,2834,HR5610,HR 5610,1
2835203600,2835203600,HR46771,HR 46771,0
28386005,28386005,HR7232,HR 7232,1
28386015,28386015,HR7367,HR 7367,1
28386017,28386017,HR7232,HR 7232,1
2842708A,2842708A,HR46690,HR 46690,0
2850000105,2850000105,HR47561,HR 47561,0
2850000305,2850000305,HR46514,HR 46514,0
2850000805,2850000805,HR47562,HR 47562,0
2850001305,2850001305,HR46188,HR 46188,1
2850001310,2850001310,HR47563,HR 47563,0
2850001405,2850001405,HR46716,HR 46716,0
2850001905,2850001905,HR46773,HR 46773,0
2850002102,2850002102,HR47564,HR 47564,0
2850002110,2850002110,HR46332,HR 46332,0
2850002410,2850002410,HR47566,HR 47566,0
2850002501,2850002501,HR47565,HR 47565,0
2850002605,2850002605,HR46774,HR 46774,0
2850003005,2850003005,HR47567,HR 47567,0
2850003105,2850003105,HR46188,HR 46188,1
2850003401,2850003401,HR46788,HR 46788,0
2850003805,2850003805,HR47568,HR 47568,0
2850003910,2850003910,HR46600,HR 46600,0
2850004312,2850004312,HR46215,HR 46215,1
2850004405,2850004405,HR46896,HR 46896,0
2850004510,2850004510,HR46332,HR 46332,0
2850004513,2850004513,HR46463,HR 46463,0
2850004605,2850004605,HR46463,HR 46463,0
2850005205,2850005205,HR47569,HR 47569,0
2850005510,2850005510,HR47570,HR 47570,0
2850005610,2850005610,HR47571,HR 47571,0
2850005910,2850005910,HR47296,HR 47296,1
2850006010,2850006010,HR47572,HR 47572,0
2850006410,2850006410,HR46857,HR 46857,0
2850006710,2850006710,HR47573,HR 47573,0
2850006810,2850006810,HR47296,HR 47296,1
2850006902,2850006902,HR47437,HR 47437,0
2850006909,2850006909,HR46532,HR 46532,0
2850007010,2850007010,HR47573,HR 47573,0
2850007105,2850007105,HR47575,HR 47575,0
2850007202,2850007202,HR47434,HR 47434,0
2850007210,2850007210,HR47098,HR 47098,1
2850007402,2850007402,HR47431,HR 47431,0
2850007802,2850007802,HR47437,HR 47437,0
2850008410,2850008410,HR47576,HR 47576,0
2850008610,2850008610,HR47577,HR 47577,0
2850008910,2850008910,HR47578,HR 47578,0
2850009002,2850009002,HR47437,HR 47437,0
2850009010,2850009010,HR47579,HR 47579,0
2850009102,2850009102,HR47437,HR 47437,0
2850009410,2850009410,HR46857,HR 46857,0
2850009510,2850009510,HR47296,HR 47296,1
2850009705,2850009705,HR47580,HR 47580,0
2850010010,2850010010,HR47581,HR 47581,0
2850010110,2850010110,HR47582,HR 47582,0
2850010505,2850010505,HR47583,HR 47583,0
2850010710,2850010710,HR47584,HR 47584,0
2850010810,2850010810,HR47296,HR 47296,1
2850011310,2850011310,HR47585,HR 47585,0
2850339,2850339,HR6005,HR 6005,1
285058-001,285058001,HR46119,HR 46119,1
2859087010,2859087010,HR81202,HR 81202,1
28590870100,28590870100,HR81202,HR 81202,1
2859087010B,2859087010B,HR81202,HR 81202,1
28590890106,28590890106,HR7254,HR 7254,1
2859117010,2859117010,HR7254,HR 7254,1
2859126010,2859126010,HR7083,HR 7083,1
2859127010,2859127010,HR7254,HR 7254,1
28591270103,28591270103,HR7254,HR 7254,1
2859127103,2859127103,HR7254,HR 7254,1
2859127610,2859127610,HR42071,HR 42071,1
2859128510,2859128510,HR46006,HR 46006,1
2859129010,2859129010,HR42018,HR 42018,1
28591290101,28591290101,HR42018,HR 42018,1
28591290109,28591290109,HR7477,HR 7477,1
2859130210,2859130210,HR46027,HR 46027,1
2859131010,2859131010,HR7469,HR 7469,1
28591310106,28591310106,HR7469,HR 7469,1
2859132010,2859132010,HR7708,HR 7708,1
2859132110,2859132110,HR42018,HR 42018,1
2859135010,2859135010,HR7469,HR 7469,1
28591350106,28591350106,HR7469,HR 7469,1
28591350108,28591350108,HR7469,HR 7469,1
2859136010,2859136010,HR7477,HR 7477,1
28591360101,28591360101,HR7477,HR 7477,1
2859144010,2859144010,HR7787,HR 7787,1
2859151410,2859151410,HR7477,HR 7477,1
2859152120,2859152120,HR7938,HR 7938,1
2859152160,2859152160,HR7719,HR 7719,1
2859152170,2859152170,HR7716,HR 7716,1
28591521708,28591521708,HR7716,HR 7716,1
2859152510,2859152510,HR7616,HR 7616,1
2859152910,2859152910,HR7716,HR 7716,1
2859153410,2859153410,HR7603,HR 7603,1
2859153510,2859153510,HR7605,HR 7605,1
2859154050,2859154050,HR7677,HR 7677,1
2859154052,2859154052,HR7618,HR 7618,1
2859154059,2859154059,HR7938,HR 7938,1
2859154080,2859154080,HR80216,HR 80216,1
2859154108,2859154108,HR7853,HR 7853,1
2859154109,2859154109,HR7610,HR 7610,1
2859154122,2859154122,HR7716,HR 7716,1
2859154127,2859154127,HR7610,HR 7610,1
2859200000,2859200000,HR7471,HR 7471,1
2859200004,2859200004,HR7623,HR 7623,1
2859200013,2859200013,HR7680,HR 7680,1
2859200024,2859200024,HR7614,HR 7614,1
2859200039,2859200039,HR7987,HR 7987,1
28670.050,28670050,HR8471,HR 8471,1
28670.051,28670051,HR8471,HR 8471,1
28716,28716,HR8826,HR 8826,1
287-16050,28716050,HR8826,HR 8826,1
28718.050,28718050,HR8619,HR 8619,1
28788352,28788352,HR46279,HR 46279,1
28820061,28820061,HR7215,HR 7215,1
28820061/0,288200610,HR7389,HR 7389,1
2890008310,2890008310,HR48223,HR 48223,0
28946050,28946050,HR8718,HR 8718,1
289.689,289689,HR3183,HR 3183,1
2900,2900,HR3504,HR 3504,1
29033,29033,HR81742,HR 81742,1
291084,291084,HR80118,HR 80118,1
29176,29176,HR80120,HR 80120,1
29176.050,29176050,HR80120,HR 80120,1
29200.001.04,2920000104,HR0083S,HR 0083 S,1
29200.002.02,2920000202,HR2920,HR 2920,1
29200.003.02,2920000302,HR0082S,HR 0082 S,1
29200.004.02,2920000402,HR2921,HR 2921,1
29200.008.01,2920000801,HR2922,HR 2922,1
29201.001.01,2920100101,HR2011,HR 2011,1
29201.003.01,2920100301,HR2013,HR 2013,1
29201.004.01,2920100401,HR2014,HR 2014,1
29201.004.04,2920100404,HR2014,HR 2014,1
29201.005.01,2920100501,HR2015,HR 2015,1
29201.005.03,2920100503,HR2015,HR 2015,1
29201.006.01,2920100601,HR2016,HR 2016,1
29201.006.02,2920100602,HR2016,HR 2016,1
29201.007.01,2920100701,HR2017,HR 2017,1
29201.008.01,2920100801,HR3621,HR 3621,1
29201.009.01,2920100901,HR3622,HR 3622,1
29201.011.01,2920101101,HR2012,HR 2012,1
29201.011.02,2920101102,HR2012,HR 2012,1
29201.014.01,2920101401,HR2018,HR 2018,1
29201.015.01,2920101501,HR2019,HR 2019,1
29201.017.01,2920101701,HR3769,HR 3769,1
29201.018.01,2920101801,HR5701,HR 5701,1
29201.018.02,2920101802,HR5708,HR 5708,1
29201.018.03,2920101803,HR5703,HR 5703,1
29201.018.07,2920101807,HR5712,HR 5712,1
29201.019.01,2920101901,HR5702,HR 5702,1
29201.019.02,2920101902,HR5702,HR 5702,1
29201.019.03,2920101903,HR5703,HR 5703,1
29201.019.05,2920101905,HR5703,HR 5703,1
29201.019.0500,292010190500,HR5703,HR 5703,1
29201.019.05A,2920101905A,HR5703,HR 5703,1
29201.019.05H,2920101905H,HR5704,HR 5704,1
29201.019.06,2920101906,HR5703,HR 5703,1
29201.019.0600,292010190600,HR5703,HR 5703,1
29201.019.07,2920101907,HR5710,HR 5710,1
29201.019.10,2920101910,HR5713,HR 5713,1
29201.019.1000,292010191000,HR5713,HR 5713,1
29201.019.10A,2920101910A,HR5713,HR 5713,1
29201.019.10H,2920101910H,HR5713,HR 5713,1
29201.019.11,2920101911,HR5721,HR 5721,1
29201.019.12,2920101912,HR5720,HR 5720,1
29201.019.13,2920101913,HR5722,HR 5722,1
29201.022.01,2920102201,HR5715,HR 5715,1
29201.022.02,2920102202,HR5709,HR 5709,1
29201.022.03,2920102203,HR5707,HR 5707,1
29201.022.03C,2920102203C,HR5707,HR 5707,1
29201.022.04,2920102204,HR5707,HR 5707,1
29201.022.04A,2920102204A,HR5707,HR 5707,1
29201.023.52A,2920102352A,HR6574,HR 6574,1
29201.024.01,2920102401,HR5706,HR 5706,1
29201.024.01B,2920102401B,HR5706,HR 5706,1
29201.024.01E,2920102401E,HR5706,HR 5706,1
29201.024.02,2920102402,HR5719,HR 5719,1
29201.024.04,2920102404,HR5705,HR 5705,1
29201.024.11,2920102411,HR5711,HR 5711,1
29201.024.11B,2920102411B,HR5711,HR 5711,1
29201.025.01,2920102501,HR5716,HR 5716,1
29201.025.02,2920102502,HR5717,HR 5717,1
29201.025.03,2920102503,HR5718,HR 5718,1
29201.025.04,2920102504,HR5714,HR 5714,1
29201.025.05,2920102505,HR5741,HR 5741,1
29201.025.06,2920102506,HR5726,HR 5726,1
29201.025.07,2920102507,HR5729,HR 5729,1
29201.025.08,2920102508,HR5735,HR 5735,1
29201.025.09,2920102509,HR5730,HR 5730,1
29201.025.10,2920102510,HR5731,HR 5731,1
29201.025.12,2920102512,HR5736,HR 5736,1
29201.025.13,2920102513,HR5732,HR 5732,1
29201.025.14,2920102514,HR5733,HR 5733,1
29201.025.15,2920102515,HR5734,HR 5734,1
29201.025.16,2920102516,HR5725,HR 5725,1
29201.025.1600,292010251600,HR5725,HR 5725,1
29201.025.17,2920102517,HR5727,HR 5727,1
29201.025.17B,2920102517B,HR5727,HR 5727,1
29201.025.18,2920102518,HR5728,HR 5728,1
29201.025.19,2920102519,HR5739,HR 5739,1
29201.025.20,2920102520,HR5740,HR 5740,1
29201.028.01,2920102801,HR6501,HR 6501,1
29201.028.0100,292010280100,HR6501,HR 6501,1
29201.028.02,2920102802,HR6501,HR 6501,1
29201.028.0200,292010280200,HR6501,HR 6501,1
29201.028.03,2920102803,HR6501,HR 6501,1
29201.028.0300,292010280300,HR6501,HR 6501,1
29201.028.03A,2920102803A,HR6501,HR 6501,1
29201.028.04,2920102804,HR6511,HR 6511,1
29201.028.0400,292010280400,HR6511,HR 6511,1
29201.028.53,2920102853,HR6506,HR 6506,1
29201.028.54,2920102854,HR6505,HR 6505,1
29201.028.5400,292010285400,HR6505,HR 6505,1
29201.028.55,2920102855,HR6512,HR 6512,1
29201.029.01,2920102901,HR6500,HR 6500,1
29201.029.02,2920102902,HR6502,HR 6502,1
29201.029.03,2920102903,HR6507,HR 6507,1
29201.029.04,2920102904,HR6503,HR 6503,1
29201.029.05,2920102905,HR6504,HR 6504,1
29201.029.05A,2920102905A,HR6504,HR 6504,1
29201.029.06,2920102906,HR6508,HR 6508,1
29201.029.0600,292010290600,HR6508,HR 6508,1
29201.029.08,2920102908,HR6509,HR 6509,1
29201.029.0800,292010290800,HR6509,HR 6509,1
29201.029.09,2920102909,HR6510,HR 6510,1
29201.029.0900,292010290900,HR6510,HR 6510,1
29201.029.10,2920102910,HR6514,HR 6514,1
29201.029.10A,2920102910A,HR6514,HR 6514,1
29201.029.11,2920102911,HR6515,HR 6515,1
29201.029.1100,292010291100,HR6515,HR 6515,1
29201.029.51,2920102951,HR6513,HR 6513,1
29201.029.51A,2920102951A,HR6513,HR 6513,1
29201.029.51AL,2920102951AL,HR6513,HR 6513,1
29201.029.51H,2920102951H,HR6513,HR 6513,1
29201.029.52,2920102952,HR6574,HR 6574,1
29201.029.52A,2920102952A,HR6574,HR 6574,1
29201.029.57,2920102957,HR6520,HR 6520,1
29201.029.58,2920102958,HR6522,HR 6522,1
29201.029.59,2920102959,HR6517,HR 6517,1
29201.029.60,2920102960,HR6519,HR 6519,1
29201.029.62,2920102962,HR6688,HR 6688,1
29201.029.63,2920102963,HR6683,HR 6683,1
29201.029.65,2920102965,HR6683,HR 6683,1
29201.029.66,2920102966,HR6687,HR 6687,1
29201.029.69,2920102969,HR6688,HR 6688,1
29201.030.08,2920103008,HR6518,HR 6518,1
29201.030.08A,2920103008A,HR6518,HR 6518,1
29201.030.08B,2920103008B,HR6518,HR 6518,1
29201.030.09,2920103009,HR6516,HR 6516,1
29201.030.09A,2920103009A,HR6516,HR 6516,1
29201.031.53,2920103153,HR6596,HR 6596,1
29201.031.53A,2920103153A,HR6596,HR 6596,1
29201.031.54,2920103154,HR6572,HR 6572,1
29201.031.54A,2920103154A,HR6572,HR 6572,1
29201.031.54B,2920103154B,HR6572,HR 6572,1
29201.031.54C,2920103154C,HR6572,HR 6572,1
29201.031.54H,2920103154H,HR6572,HR 6572,1
29201.031.55,2920103155,HR6573,HR 6573,1
29201.031.56,2920103156,HR6595,HR 6595,1
29201.031.56A,2920103156A,HR6595,HR 6595,1
29201.031.57,2920103157,HR6686,HR 6686,1
29201.031.60,2920103160,HR6580,HR 6580,1
29201.031.6000,292010316000,HR6580,HR 6580,1
29201.031.60A,2920103160A,HR6580,HR 6580,1
29201.031.61,2920103161,HR6587,HR 6587,1
29201.031.61A,2920103161A,HR6587,HR 6587,1
29201.031.62,2920103162,HR6586,HR 6586,1
29201.031.6200,292010316200,HR6586,HR 6586,1
29201.031.62A,2920103162A,HR6586,HR 6586,1
29201.031.62B,2920103162B,HR6586,HR 6586,1
29201.031.63,2920103163,HR6673,HR 6673,1
29201.031.63A,2920103163A,HR6673,HR 6673,1
29201.031.65,2920103165,HR6419,HR 6419,1
29201.031.6500,292010316500,HR6419,HR 6419,1
29201.031.65A,2920103165A,HR6419,HR 6419,1
29201.031.66,2920103166,HR6604,HR 6604,1
29201.031.66A,2920103166A,HR6604,HR 6604,1
29201.031.68,2920103168,HR6689,HR 6689,1
29201.031.6800,292010316800,HR6689,HR 6689,1
29201.031.68A,2920103168A,HR6689,HR 6689,1
29201.033.01,2920103301,HR6521,HR 6521,1
29201.260.44,2920126044,HR6601,HR 6601,1
29201.372.97,2920137297,HR7220,HR 7220,1
29201.465.11,2920146511,HR8165,HR 8165,1
29201.653.01,2920165301,HR7292,HR 7292,1
29201.653.0106,292016530106,HR7292,HR 7292,1
29201.653.02,2920165302,HR8341,HR 8341,1
29201.653.0201,292016530201,HR8341,HR 8341,1
29201.653.0202,292016530202,HR8341,HR 8341,1
29201.653.03,2920165303,HR6573,HR 6573,1
29201.653.0300,292016530300,HR6573,HR 6573,1
29201.653.0301,292016530301,HR8341,HR 8341,1
29201.653.0302,292016530302,HR8341,HR 8341,1
29201.653.05,2920165305,HR7292,HR 7292,1
29201.653.11,2920165311,HR8341,HR 8341,1
29201.653.1101,292016531101,HR8341,HR 8341,1
29201.653.12,2920165312,HR8644,HR 8644,1
29201.653.1201,292016531201,HR8644,HR 8644,1
29201.653.1203,292016531203,HR8644,HR 8644,1
29201.653.97,2920165397,HR8341,HR 8341,1
29201.653.9701,292016539701,HR8341,HR 8341,1
29201.653.9702,292016539702,HR8341,HR 8341,1
29201.653.9703,292016539703,HR8341,HR 8341,1
29201.654.01,2920165401,HR8644,HR 8644,1
29201.654.0101,292016540101,HR8644,HR 8644,1
29201.665.01,2920166501,HR8724,HR 8724,1
29201.665.0101,292016650101,HR8724,HR 8724,1
29201.665.02,2920166502,HR8665,HR 8665,1
29201.665.0201,292016650201,HR8665,HR 8665,1
29201.665.03,2920166503,HR8685,HR 8685,1
29201.665.0301,292016650301,HR8685,HR 8685,1
29201.665.04,2920166504,HR8623,HR 8623,1
29201.665.0401,292016650401,HR8623,HR 8623,1
29201.665.05,2920166505,HR8664,HR 8664,1
29201.665.0501,292016650501,HR8664,HR 8664,1
29201.665.06,2920166506,HR8993,HR 8993,1
29201.665.0601,292016650601,HR8993,HR 8993,1
29201.665.11,2920166511,HR8878,HR 8878,1
29201.665.1103,292016651103,HR8878,HR 8878,1
29201.665.12,2920166512,HR8995,HR 8995,1
29201.665.1201,292016651201,HR8995,HR 8995,1
29201.665.13,2920166513,HR8970,HR 8970,1
29201.665.1301,292016651301,HR8970,HR 8970,1
29201.665.22,2920166522,HR8687,HR 8687,1
29201.665.2201,292016652201,HR8687,HR 8687,1
29201.666.01,2920166601,HR8661,HR 8661,1
29201.666.0101,292016660101,HR8661,HR 8661,1
29201.666.02,2920166602,HR8971,HR 8971,1
29201.666.0201,292016660201,HR8971,HR 8971,1
29201.680.01,2920168001,HR6601,HR 6601,1
29201.680.0100,292016800100,HR6601,HR 6601,1
29201.680.02,2920168002,HR6678,HR 6678,1
29201.680.0200,292016800200,HR6678,HR 6678,1
29201.680.03,2920168003,HR6616,HR 6616,1
29201.680.0300,292016800300,HR6616,HR 6616,1
29201.680.04,2920168004,HR6703,HR 6703,1
29201.680.0401,292016800401,HR6703,HR 6703,1
29201.680.05,2920168005,HR6418,HR 6418,1
29201.680.0501,292016800501,HR6418,HR 6418,1
29201.680.06,2920168006,HR6696,HR 6696,1
29201.680.0601,292016800601,HR6696,HR 6696,1
29201.680.07,2920168007,HR6616,HR 6616,1
29201.680.0701,292016800701,HR6616,HR 6616,1
29201.680.08,2920168008,HR6692,HR 6692,1
29201.680.0801,292016800801,HR6692,HR 6692,1
29201.680.09,2920168009,HR6695,HR 6695,1
29201.680.0901,292016800901,HR6695,HR 6695,1
29201.680.10,2920168010,HR6719,HR 6719,1
29201.680.1001,292016801001,HR6719,HR 6719,1
