code,code_norm,pin,function,volts,src
154-064P,154064P,1,COL,,datapin_a
154-064P,154064P,2,180V,180.0,datapin_a
154-064P,154064P,3,B+,,datapin_a
154-064P,154064P,4,GND,,datapin_a
154-064P,154064P,5,16V,16.0,datapin_a
154-064P,154064P,6,24V,24.0,datapin_a
154-064P,154064P,7,40V,40.0,datapin_a
154-064P,154064P,8,ABL,,datapin_a
154-064P,154064P,9,HTR,,datapin_a
154-064P,154064P,10,AFC,,datapin_a
154-177B,154177B,1,COL,,datapin_a
154-177B,154177B,2,180V,180.0,datapin_a
154-177B,154177B,3,B+,,datapin_a
154-177B,154177B,4,GND,,datapin_a
154-177B,154177B,5,16V,16.0,datapin_a
154-177B,154177B,6,24V,24.0,datapin_a
154-177B,154177B,7,40V,40.0,datapin_a
154-177B,154177B,8,ABL,,datapin_a
154-177B,154177B,9,HTR,,datapin_a
154-177B,154177B,10,AFC,,datapin_a
FCK-14B047,FCK14B047,1,COL,,datapin_a
FCK-14B047,FCK14B047,2,180V,180.0,datapin_a
FCK-14B047,FCK14B047,3,B+,,datapin_a
FCK-14B047,FCK14B047,4,GND,,datapin_a
FCK-14B047,FCK14B047,5,16V,16.0,datapin_a
FCK-14B047,FCK14B047,6,24V,24.0,datapin_a
FCK-14B047,FCK14B047,7,40V,40.0,datapin_a
FCK-14B047,FCK14B047,8,ABL,,datapin_a
FCK-14B047,FCK14B047,9,HTR,,datapin_a
FCK-14B047,FCK14B047,10,AFC,,datapin_a
6174Z-8005C,6174Z8005C,1,COL,,datapin_a
6174Z-8005C,6174Z8005C,2,180,180.0,datapin_a
6174Z-8005C,6174Z8005C,3,B+,,datapin_a
6174Z-8005C,6174Z8005C,4,GND,,datapin_a
6174Z-8005C,6174Z8005C,5,NC,,datapin_a
6174Z-8005C,6174Z8005C,6,24,24.0,datapin_a
6174Z-8005C,6174Z8005C,7,GND,,datapin_a
6174Z-8005C,6174Z8005C,8,ABL,,datapin_a
6174Z-8005C,6174Z8005C,9,HT -AFC,,datapin_a
154-064G,154064G,1,COL,,datapin_a
154-064G,154064G,2,180V,180.0,datapin_a
154-064G,154064G,3,B+,92.0,datapin_a
154-064G,154064G,4,BOOST UP,,datapin_a
154-064G,154064G,5,24V,24.0,datapin_a
154-064G,154064G,6,12V,12.0,datapin_a
154-064G,154064G,7,GND,,datapin_a
154-064G,154064G,8,ABL,,datapin_a
154-064G,154064G,9,HTR,,datapin_a
154-064G,154064G,10,AFC,,datapin_a
154-177E untk,154177EUNTK,1,COL,,datapin_a
154-177E untk,154177EUNTK,2,180V,180.0,datapin_a
154-177E untk,154177EUNTK,3,B+,92.0,datapin_a
154-177E untk,154177EUNTK,4,BOOST UP,,datapin_a
154-177E untk,154177EUNTK,5,24V,24.0,datapin_a
154-177E untk,154177EUNTK,6,12V,12.0,datapin_a
154-177E untk,154177EUNTK,7,GND,,datapin_a
154-177E untk,154177EUNTK,8,ABL,,datapin_a
154-177E untk,154177EUNTK,9,HTR,,datapin_a
154-177E untk,154177EUNTK,10,AFC,,datapin_a
154 - 132A,154132A,1,COL,,datapin_a
154 - 132A,154132A,2,40V,40.0,datapin_a
154 - 132A,154132A,3,16.5,16.5,datapin_a
154 - 132A,154132A,4,HTR,,datapin_a
154 - 132A,154132A,5,GND,,datapin_a
154 - 132A,154132A,6,B+,,datapin_a
154 - 132A,154132A,7,180V,180.0,datapin_a
154 - 132A,154132A,8,GND,,datapin_a
154 - 132A,154132A,9,ABL,,datapin_a
154 - 132A,154132A,10,40V,40.0,datapin_a
154 - 132C,154132C,1,COL,,datapin_a
154 - 132C,154132C,2,40V,40.0,datapin_a
154 - 132C,154132C,3,16.5,16.5,datapin_a
154 - 132C,154132C,4,HTR,,datapin_a
154 - 132C,154132C,5,GND,,datapin_a
154 - 132C,154132C,6,B+,,datapin_a
154 - 132C,154132C,7,180V,180.0,datapin_a
154 - 132C,154132C,8,GND,,datapin_a
154 - 132C,154132C,9,ABL,,datapin_a
154 - 132C,154132C,10,40V,40.0,datapin_a
6174V - 600H,6174V600H,1,COL,,datapin_a
6174V - 600H,6174V600H,2,40V,40.0,datapin_a
6174V - 600H,6174V600H,3,16.5,16.5,datapin_a
6174V - 600H,6174V600H,4,HTR,,datapin_a
6174V - 600H,6174V600H,5,GND,,datapin_a
6174V - 600H,6174V600H,6,B+,,datapin_a
6174V - 600H,6174V600H,7,180V,180.0,datapin_a
6174V - 600H,6174V600H,8,GND,,datapin_a
6174V - 600H,6174V600H,9,ABL,,datapin_a
6174V - 600H,6174V600H,10,40V,40.0,datapin_a
6174Z - 6040C,6174Z6040C,1,COL,,datapin_a
6174Z - 6040C,6174Z6040C,2,40V,40.0,datapin_a
6174Z - 6040C,6174Z6040C,3,16.5,16.5,datapin_a
6174Z - 6040C,6174Z6040C,4,HTR,,datapin_a
6174Z - 6040C,6174Z6040C,5,GND,,datapin_a
6174Z - 6040C,6174Z6040C,6,B+,,datapin_a
6174Z - 6040C,6174Z6040C,7,180V,180.0,datapin_a
6174Z - 6040C,6174Z6040C,8,GND,,datapin_a
6174Z - 6040C,6174Z6040C,9,ABL,,datapin_a
6174Z - 6040C,6174Z6040C,10,40V,40.0,datapin_a
BSC 23 - N0107,BSC23N0107,1,COL,,datapin_a
BSC 23 - N0107,BSC23N0107,2,40V,40.0,datapin_a
BSC 23 - N0107,BSC23N0107,3,16.5,16.5,datapin_a
BSC 23 - N0107,BSC23N0107,4,HTR,,datapin_a
BSC 23 - N0107,BSC23N0107,5,GND,,datapin_a
BSC 23 - N0107,BSC23N0107,6,B+,,datapin_a
BSC 23 - N0107,BSC23N0107,7,180V,180.0,datapin_a
BSC 23 - N0107,BSC23N0107,8,GND,,datapin_a
BSC 23 - N0107,BSC23N0107,9,ABL,,datapin_a
BSC 23 - N0107,BSC23N0107,10,40V,40.0,datapin_a
154 189 C,154189C,1,COL,,datapin_a
154 189 C,154189C,2,B+,,datapin_a
154 189 C,154189C,3,180V,180.0,datapin_a
154 189 C,154189C,4,16V,16.0,datapin_a
154 189 C,154189C,5,24V,24.0,datapin_a
154 189 C,154189C,6,HTR,,datapin_a
154 189 C,154189C,7,GND,,datapin_a
154 189 C,154189C,8,ABL,,datapin_a
154 189 C,154189C,9,AFC,,datapin_a
154 189 C,154189C,10,NC,,datapin_a
154 189 H,154189H,1,COL,,datapin_a
154 189 H,154189H,2,B+,,datapin_a
154 189 H,154189H,3,180V,180.0,datapin_a
154 189 H,154189H,4,16V,16.0,datapin_a
154 189 H,154189H,5,24V,24.0,datapin_a
154 189 H,154189H,6,HTR,,datapin_a
154 189 H,154189H,7,GND,,datapin_a
154 189 H,154189H,8,ABL,,datapin_a
154 189 H,154189H,9,AFC,,datapin_a
154 189 H,154189H,10,NC,,datapin_a
154 277 C,154277C,1,COL,,datapin_a
154 277 C,154277C,2,B+,,datapin_a
154 277 C,154277C,3,180V,180.0,datapin_a
154 277 C,154277C,4,16V,16.0,datapin_a
154 277 C,154277C,5,24V,24.0,datapin_a
154 277 C,154277C,6,HTR,,datapin_a
154 277 C,154277C,7,GND,,datapin_a
154 277 C,154277C,8,ABL,,datapin_a
154 277 C,154277C,9,AFC,,datapin_a
154 277 C,154277C,10,NC,,datapin_a
BSC 22-2314 H,BSC222314H,1,COL,,datapin_a
BSC 22-2314 H,BSC222314H,2,B+,,datapin_a
BSC 22-2314 H,BSC222314H,3,180V,180.0,datapin_a
BSC 22-2314 H,BSC222314H,4,16V,16.0,datapin_a
BSC 22-2314 H,BSC222314H,5,24V,24.0,datapin_a
BSC 22-2314 H,BSC222314H,6,HTR,,datapin_a
BSC 22-2314 H,BSC222314H,7,GND,,datapin_a
BSC 22-2314 H,BSC222314H,8,ABL,,datapin_a
BSC 22-2314 H,BSC222314H,9,AFC,,datapin_a
BSC 22-2314 H,BSC222314H,10,NC,,datapin_a
CF 0801-3701,CF08013701,1,COL,,datapin_a
CF 0801-3701,CF08013701,2,B+,,datapin_a
CF 0801-3701,CF08013701,3,180V,180.0,datapin_a
CF 0801-3701,CF08013701,4,16V,16.0,datapin_a
CF 0801-3701,CF08013701,5,24V,24.0,datapin_a
CF 0801-3701,CF08013701,6,HTR,,datapin_a
CF 0801-3701,CF08013701,7,GND,,datapin_a
CF 0801-3701,CF08013701,8,ABL,,datapin_a
CF 0801-3701,CF08013701,9,AFC,,datapin_a
CF 0801-3701,CF08013701,10,NC,,datapin_a
FCM 20B027,FCM20B027,1,COL,,datapin_a
FCM 20B027,FCM20B027,2,B+,,datapin_a
FCM 20B027,FCM20B027,3,180V,180.0,datapin_a
FCM 20B027,FCM20B027,4,16V,16.0,datapin_a
FCM 20B027,FCM20B027,5,24V,24.0,datapin_a
FCM 20B027,FCM20B027,6,HTR,,datapin_a
FCM 20B027,FCM20B027,7,GND,,datapin_a
FCM 20B027,FCM20B027,8,ABL,,datapin_a
FCM 20B027,FCM20B027,9,AFC,,datapin_a
FCM 20B027,FCM20B027,10,NC,,datapin_a
6174V-6002U,6174V6002U,1,COL,,datapin_a
6174V-6002U,6174V6002U,2,180V,180.0,datapin_a
6174V-6002U,6174V6002U,3,B+,,datapin_a
6174V-6002U,6174V6002U,4,GND,,datapin_a
6174V-6002U,6174V6002U,5,12V,12.0,datapin_a
6174V-6002U,6174V6002U,6,26V,26.0,datapin_a
6174V-6002U,6174V6002U,7,NC,,datapin_a
6174V-6002U,6174V6002U,8,ABL,,datapin_a
6174V-6002U,6174V6002U,9,HTR,,datapin_a
6174V-6002U,6174V6002U,10,AFC,,datapin_a
BSC 26-N2121,BSC26N2121,1,COL,,datapin_a
BSC 26-N2121,BSC26N2121,2,180V,180.0,datapin_a
BSC 26-N2121,BSC26N2121,3,B+,,datapin_a
BSC 26-N2121,BSC26N2121,4,GND,,datapin_a
BSC 26-N2121,BSC26N2121,5,12V,12.0,datapin_a
BSC 26-N2121,BSC26N2121,6,26V,26.0,datapin_a
BSC 26-N2121,BSC26N2121,7,NC,,datapin_a
BSC 26-N2121,BSC26N2121,8,ABL,,datapin_a
BSC 26-N2121,BSC26N2121,9,HTR,,datapin_a
BSC 26-N2121,BSC26N2121,10,AFC,,datapin_a
BSC 65 A,BSC65A,1,COL,,datapin_a
BSC 65 A,BSC65A,2,B+,,datapin_a
BSC 65 A,BSC65A,3,190V,190.0,datapin_a
BSC 65 A,BSC65A,4,GND,,datapin_a
BSC 65 A,BSC65A,5,NC,,datapin_a
BSC 65 A,BSC65A,6,NC,,datapin_a
BSC 65 A,BSC65A,7,14.5V,14.5,datapin_a
BSC 65 A,BSC65A,8,ABL,,datapin_a
BSC 65 A,BSC65A,9,HTR,,datapin_a
BSC 65 A,BSC65A,10,AFC,,datapin_a
BSC 22-01N401,BSC2201N401,1,COL,,datapin_a
BSC 22-01N401,BSC2201N401,2,B+,,datapin_a
BSC 22-01N401,BSC2201N401,3,NC,,datapin_a
BSC 22-01N401,BSC2201N401,4,AFC,,datapin_a
BSC 22-01N401,BSC2201N401,5,GND,,datapin_a
BSC 22-01N401,BSC2201N401,6,HTR,,datapin_a
BSC 22-01N401,BSC2201N401,7,ABL,,datapin_a
BSC 22-01N401,BSC2201N401,8,NC,,datapin_a
BSC 22-01N402,BSC2201N402,1,COL,,datapin_a
BSC 22-01N402,BSC2201N402,2,B+,,datapin_a
BSC 22-01N402,BSC2201N402,3,NC,,datapin_a
BSC 22-01N402,BSC2201N402,4,AFC,,datapin_a
BSC 22-01N402,BSC2201N402,5,GND,,datapin_a
BSC 22-01N402,BSC2201N402,6,HTR,,datapin_a
BSC 22-01N402,BSC2201N402,7,ABL,,datapin_a
BSC 22-01N402,BSC2201N402,8,NC,,datapin_a
BSC 22-01-06,BSC220106,1,COL,,datapin_a
BSC 22-01-06,BSC220106,2,B+,,datapin_a
BSC 22-01-06,BSC220106,3,NC,,datapin_a
BSC 22-01-06,BSC220106,4,AFC,,datapin_a
BSC 22-01-06,BSC220106,5,GND,,datapin_a
BSC 22-01-06,BSC220106,6,HTR,,datapin_a
BSC 22-01-06,BSC220106,7,ABL,,datapin_a
BSC 22-01-06,BSC220106,8,NC,,datapin_a
BSC 22-0201,BSC220201,1,COL,,datapin_a
BSC 22-0201,BSC220201,2,B+,,datapin_a
BSC 22-0201,BSC220201,3,NC,,datapin_a
BSC 22-0201,BSC220201,4,AFC,,datapin_a
BSC 22-0201,BSC220201,5,GND,,datapin_a
BSC 22-0201,BSC220201,6,HTR,,datapin_a
BSC 22-0201,BSC220201,7,ABL,,datapin_a
BSC 22-0201,BSC220201,8,NC,,datapin_a
BSC 22-2314B,BSC222314B,1,COL,,datapin_a
BSC 22-2314B,BSC222314B,2,B+,,datapin_a
BSC 22-2314B,BSC222314B,3,NC,,datapin_a
BSC 22-2314B,BSC222314B,4,AFC,,datapin_a
BSC 22-2314B,BSC222314B,5,GND,,datapin_a
BSC 22-2314B,BSC222314B,6,HTR,,datapin_a
BSC 22-2314B,BSC222314B,7,ABL,,datapin_a
BSC 22-2314B,BSC222314B,8,NC,,datapin_a
BSC 23-4404A,BSC234404A,1,COL,,datapin_a
BSC 23-4404A,BSC234404A,2,B+,,datapin_a
BSC 23-4404A,BSC234404A,3,NC,,datapin_a
BSC 23-4404A,BSC234404A,4,AFC,,datapin_a
BSC 23-4404A,BSC234404A,5,GND,,datapin_a
BSC 23-4404A,BSC234404A,6,HTR,,datapin_a
BSC 23-4404A,BSC234404A,7,ABL,,datapin_a
BSC 23-4404A,BSC234404A,8,NC,,datapin_a
BSC 23-14H,BSC2314H,1,COL,,datapin_a
BSC 23-14H,BSC2314H,2,B+,,datapin_a
BSC 23-14H,BSC2314H,3,NC,,datapin_a
BSC 23-14H,BSC2314H,4,AFC,,datapin_a
BSC 23-14H,BSC2314H,5,GND,,datapin_a
BSC 23-14H,BSC2314H,6,HTR,,datapin_a
BSC 23-14H,BSC2314H,7,ABL,,datapin_a
BSC 23-14H,BSC2314H,8,NC,,datapin_a
BSC 24-14L,BSC2414L,1,COL,,datapin_a
BSC 24-14L,BSC2414L,2,B+,,datapin_a
BSC 24-14L,BSC2414L,3,NC,,datapin_a
BSC 24-14L,BSC2414L,4,AFC,,datapin_a
BSC 24-14L,BSC2414L,5,GND,,datapin_a
BSC 24-14L,BSC2414L,6,HTR,,datapin_a
BSC 24-14L,BSC2414L,7,ABL,,datapin_a
BSC 24-14L,BSC2414L,8,NC,,datapin_a
BSC 24-01N36,BSC2401N36,1,COL,,datapin_a
BSC 24-01N36,BSC2401N36,2,B+,,datapin_a
BSC 24-01N36,BSC2401N36,3,NC,,datapin_a
BSC 24-01N36,BSC2401N36,4,AFC,,datapin_a
BSC 24-01N36,BSC2401N36,5,GND,,datapin_a
BSC 24-01N36,BSC2401N36,6,HTR,,datapin_a
BSC 24-01N36,BSC2401N36,7,ABL,,datapin_a
BSC 24-01N36,BSC2401N36,8,NC,,datapin_a
BSC 24-01N362,BSC2401N362,1,COL,,datapin_a
BSC 24-01N362,BSC2401N362,2,B+,,datapin_a
BSC 24-01N362,BSC2401N362,3,NC,,datapin_a
BSC 24-01N362,BSC2401N362,4,AFC,,datapin_a
BSC 24-01N362,BSC2401N362,5,GND,,datapin_a
BSC 24-01N362,BSC2401N362,6,HTR,,datapin_a
BSC 24-01N362,BSC2401N362,7,ABL,,datapin_a
BSC 24-01N362,BSC2401N362,8,NC,,datapin_a
BSC 24-01N362B,BSC2401N362B,1,COL,,datapin_a
BSC 24-01N362B,BSC2401N362B,2,B+,,datapin_a
BSC 24-01N362B,BSC2401N362B,3,NC,,datapin_a
BSC 24-01N362B,BSC2401N362B,4,AFC,,datapin_a
BSC 24-01N362B,BSC2401N362B,5,GND,,datapin_a
BSC 24-01N362B,BSC2401N362B,6,HTR,,datapin_a
BSC 24-01N362B,BSC2401N362B,7,ABL,,datapin_a
BSC 24-01N362B,BSC2401N362B,8,NC,,datapin_a
BSC 24-08A,BSC2408A,1,COL,,datapin_a
BSC 24-08A,BSC2408A,2,B+,,datapin_a
BSC 24-08A,BSC2408A,3,NC,,datapin_a
BSC 24-08A,BSC2408A,4,AFC,,datapin_a
BSC 24-08A,BSC2408A,5,GND,,datapin_a
BSC 24-08A,BSC2408A,6,HTR,,datapin_a
BSC 24-08A,BSC2408A,7,ABL,,datapin_a
BSC 24-08A,BSC2408A,8,NC,,datapin_a
BSC 24-09G,BSC2409G,1,COL,,datapin_a
BSC 24-09G,BSC2409G,2,B+,,datapin_a
BSC 24-09G,BSC2409G,3,NC,,datapin_a
BSC 24-09G,BSC2409G,4,AFC,,datapin_a
BSC 24-09G,BSC2409G,5,GND,,datapin_a
BSC 24-09G,BSC2409G,6,HTR,,datapin_a
BSC 24-09G,BSC2409G,7,ABL,,datapin_a
BSC 24-09G,BSC2409G,8,NC,,datapin_a
BSC 25-48,BSC2548,1,COL,,datapin_a
BSC 25-48,BSC2548,2,B+,,datapin_a
BSC 25-48,BSC2548,3,NC,,datapin_a
BSC 25-48,BSC2548,4,AFC,,datapin_a
BSC 25-48,BSC2548,5,GND,,datapin_a
BSC 25-48,BSC2548,6,HTR,,datapin_a
BSC 25-48,BSC2548,7,ABL,,datapin_a
BSC 25-48,BSC2548,8,NC,,datapin_a
BSC 25-4803,BSC254803,1,COL,,datapin_a
BSC 25-4803,BSC254803,2,B+,,datapin_a
BSC 25-4803,BSC254803,3,NC,,datapin_a
BSC 25-4803,BSC254803,4,AFC,,datapin_a
BSC 25-4803,BSC254803,5,GND,,datapin_a
BSC 25-4803,BSC254803,6,HTR,,datapin_a
BSC 25-4803,BSC254803,7,ABL,,datapin_a
BSC 25-4803,BSC254803,8,NC,,datapin_a
BSC 25-4803F,BSC254803F,1,COL,,datapin_a
BSC 25-4803F,BSC254803F,2,B+,,datapin_a
BSC 25-4803F,BSC254803F,3,NC,,datapin_a
BSC 25-4803F,BSC254803F,4,AFC,,datapin_a
BSC 25-4803F,BSC254803F,5,GND,,datapin_a
BSC 25-4803F,BSC254803F,6,HTR,,datapin_a
BSC 25-4803F,BSC254803F,7,ABL,,datapin_a
BSC 25-4803F,BSC254803F,8,NC,,datapin_a
BSC 25-4803T,BSC254803T,1,COL,,datapin_a
BSC 25-4803T,BSC254803T,2,B+,,datapin_a
BSC 25-4803T,BSC254803T,3,NC,,datapin_a
BSC 25-4803T,BSC254803T,4,AFC,,datapin_a
BSC 25-4803T,BSC254803T,5,GND,,datapin_a
BSC 25-4803T,BSC254803T,6,HTR,,datapin_a
BSC 25-4803T,BSC254803T,7,ABL,,datapin_a
BSC 25-4803T,BSC254803T,8,NC,,datapin_a
BSC 25-N0803A,BSC25N0803A,1,COL,,datapin_a
BSC 25-N0803A,BSC25N0803A,2,B+,,datapin_a
BSC 25-N0803A,BSC25N0803A,3,NC,,datapin_a
BSC 25-N0803A,BSC25N0803A,4,AFC,,datapin_a
BSC 25-N0803A,BSC25N0803A,5,GND,,datapin_a
BSC 25-N0803A,BSC25N0803A,6,HTR,,datapin_a
BSC 25-N0803A,BSC25N0803A,7,ABL,,datapin_a
BSC 25-N0803A,BSC25N0803A,8,NC,,datapin_a
BSC 25-Z601A,BSC25Z601A,1,COL,,datapin_a
BSC 25-Z601A,BSC25Z601A,2,B+,,datapin_a
BSC 25-Z601A,BSC25Z601A,3,NC,,datapin_a
BSC 25-Z601A,BSC25Z601A,4,AFC,,datapin_a
BSC 25-Z601A,BSC25Z601A,5,GND,,datapin_a
BSC 25-Z601A,BSC25Z601A,6,HTR,,datapin_a
BSC 25-Z601A,BSC25Z601A,7,ABL,,datapin_a
BSC 25-Z601A,BSC25Z601A,8,NC,,datapin_a
BSC 25-2678S,BSC252678S,1,COL,,datapin_a
BSC 25-2678S,BSC252678S,2,200V,200.0,datapin_a
BSC 25-2678S,BSC252678S,3,B+,,datapin_a
BSC 25-2678S,BSC252678S,4,GND,,datapin_a
BSC 25-2678S,BSC252678S,5,AFC,,datapin_a
BSC 25-2678S,BSC252678S,6,16V,16.0,datapin_a
BSC 25-2678S,BSC252678S,7,ABL,,datapin_a
BSC 25-2678S,BSC252678S,8,HTR,,datapin_a
BSC 25-2678S,BSC252678S,9,NC,,datapin_a
BSC 25-2678S,BSC252678S,10,NC,,datapin_a
BSC 24-01N4014K,BSC2401N4014K,1,TEP,,datapin_a
BSC 24-01N4014K,BSC2401N4014K,2,COL,,datapin_a
BSC 24-01N4014K,BSC2401N4014K,3,TEP,,datapin_a
BSC 24-01N4014K,BSC2401N4014K,4,B+,,datapin_a
BSC 24-01N4014K,BSC2401N4014K,5,TEP,,datapin_a
BSC 24-01N4014K,BSC2401N4014K,6,TEP,,datapin_a
BSC 24-01N4014K,BSC2401N4014K,7,GND,,datapin_a
BSC 24-01N4014K,BSC2401N4014K,8,HTR,,datapin_a
BSC 24-01N4014K,BSC2401N4014K,9,ABL,,datapin_a
BSC 24-01N4014K,BSC2401N4014K,10,180V,180.0,datapin_a
BSC 25-01N4010GA,BSC2501N4010GA,1,TEP,,datapin_a
BSC 25-01N4010GA,BSC2501N4010GA,2,COL,,datapin_a
BSC 25-01N4010GA,BSC2501N4010GA,3,TEP,,datapin_a
BSC 25-01N4010GA,BSC2501N4010GA,4,B+,,datapin_a
BSC 25-01N4010GA,BSC2501N4010GA,5,TEP,,datapin_a
BSC 25-01N4010GA,BSC2501N4010GA,6,TEP,,datapin_a
BSC 25-01N4010GA,BSC2501N4010GA,7,GND,,datapin_a
BSC 25-01N4010GA,BSC2501N4010GA,8,HTR,,datapin_a
BSC 25-01N4010GA,BSC2501N4010GA,9,ABL,,datapin_a
BSC 25-01N4010GA,BSC2501N4010GA,10,180V,180.0,datapin_a
BSC 25-05N2110A,BSC2505N2110A,1,TEP,,datapin_a
BSC 25-05N2110A,BSC2505N2110A,2,COL,,datapin_a
BSC 25-05N2110A,BSC2505N2110A,3,TEP,,datapin_a
BSC 25-05N2110A,BSC2505N2110A,4,B+,,datapin_a
BSC 25-05N2110A,BSC2505N2110A,5,TEP,,datapin_a
BSC 25-05N2110A,BSC2505N2110A,6,TEP,,datapin_a
BSC 25-05N2110A,BSC2505N2110A,7,GND,,datapin_a
BSC 25-05N2110A,BSC2505N2110A,8,HTR,,datapin_a
BSC 25-05N2110A,BSC2505N2110A,9,ABL,,datapin_a
BSC 25-05N2110A,BSC2505N2110A,10,180V,180.0,datapin_a
BSC 25-0909,BSC250909,1,TEP,,datapin_a
BSC 25-0909,BSC250909,2,COL,,datapin_a
BSC 25-0909,BSC250909,3,TEP,,datapin_a
BSC 25-0909,BSC250909,4,B+,,datapin_a
BSC 25-0909,BSC250909,5,TEP,,datapin_a
BSC 25-0909,BSC250909,6,TEP,,datapin_a
BSC 25-0909,BSC250909,7,GND,,datapin_a
BSC 25-0909,BSC250909,8,HTR,,datapin_a
BSC 25-0909,BSC250909,9,ABL,,datapin_a
BSC 25-0909,BSC250909,10,180V,180.0,datapin_a
BSC 25-09N20E,BSC2509N20E,1,TEP,,datapin_a
BSC 25-09N20E,BSC2509N20E,2,COL,,datapin_a
BSC 25-09N20E,BSC2509N20E,3,TEP,,datapin_a
BSC 25-09N20E,BSC2509N20E,4,B+,,datapin_a
BSC 25-09N20E,BSC2509N20E,5,TEP,,datapin_a
BSC 25-09N20E,BSC2509N20E,6,TEP,,datapin_a
BSC 25-09N20E,BSC2509N20E,7,GND,,datapin_a
BSC 25-09N20E,BSC2509N20E,8,HTR,,datapin_a
BSC 25-09N20E,BSC2509N20E,9,ABL,,datapin_a
BSC 25-09N20E,BSC2509N20E,10,180V,180.0,datapin_a
BSC 25-09N21A,BSC2509N21A,1,TEP,,datapin_a
BSC 25-09N21A,BSC2509N21A,2,COL,,datapin_a
BSC 25-09N21A,BSC2509N21A,3,TEP,,datapin_a
BSC 25-09N21A,BSC2509N21A,4,B+,,datapin_a
BSC 25-09N21A,BSC2509N21A,5,TEP,,datapin_a
BSC 25-09N21A,BSC2509N21A,6,TEP,,datapin_a
BSC 25-09N21A,BSC2509N21A,7,GND,,datapin_a
BSC 25-09N21A,BSC2509N21A,8,HTR,,datapin_a
BSC 25-09N21A,BSC2509N21A,9,ABL,,datapin_a
BSC 25-09N21A,BSC2509N21A,10,180V,180.0,datapin_a
BSC 25-1003A,BSC251003A,1,TEP,,datapin_a
BSC 25-1003A,BSC251003A,2,COL,,datapin_a
BSC 25-1003A,BSC251003A,3,TEP,,datapin_a
BSC 25-1003A,BSC251003A,4,B+,,datapin_a
BSC 25-1003A,BSC251003A,5,TEP,,datapin_a
BSC 25-1003A,BSC251003A,6,TEP,,datapin_a
BSC 25-1003A,BSC251003A,7,GND,,datapin_a
BSC 25-1003A,BSC251003A,8,HTR,,datapin_a
BSC 25-1003A,BSC251003A,9,ABL,,datapin_a
BSC 25-1003A,BSC251003A,10,180V,180.0,datapin_a
BSC 25-1194D024,BSC251194D024,1,TEP,,datapin_a
BSC 25-1194D024,BSC251194D024,2,COL,,datapin_a
BSC 25-1194D024,BSC251194D024,3,TEP,,datapin_a
BSC 25-1194D024,BSC251194D024,4,B+,,datapin_a
BSC 25-1194D024,BSC251194D024,5,TEP,,datapin_a
BSC 25-1194D024,BSC251194D024,6,TEP,,datapin_a
BSC 25-1194D024,BSC251194D024,7,GND,,datapin_a
BSC 25-1194D024,BSC251194D024,8,HTR,,datapin_a
BSC 25-1194D024,BSC251194D024,9,ABL,,datapin_a
BSC 25-1194D024,BSC251194D024,10,180V,180.0,datapin_a
BSC 25-2108A,BSC252108A,1,TEP,,datapin_a
BSC 25-2108A,BSC252108A,2,COL,,datapin_a
BSC 25-2108A,BSC252108A,3,TEP,,datapin_a
BSC 25-2108A,BSC252108A,4,B+,,datapin_a
BSC 25-2108A,BSC252108A,5,TEP,,datapin_a
BSC 25-2108A,BSC252108A,6,TEP,,datapin_a
BSC 25-2108A,BSC252108A,7,GND,,datapin_a
BSC 25-2108A,BSC252108A,8,HTR,,datapin_a
BSC 25-2108A,BSC252108A,9,ABL,,datapin_a
BSC 25-2108A,BSC252108A,10,180V,180.0,datapin_a
BSC 25-4813P,BSC254813P,1,TEP,,datapin_a
BSC 25-4813P,BSC254813P,2,COL,,datapin_a
BSC 25-4813P,BSC254813P,3,TEP,,datapin_a
BSC 25-4813P,BSC254813P,4,B+,,datapin_a
BSC 25-4813P,BSC254813P,5,TEP,,datapin_a
BSC 25-4813P,BSC254813P,6,TEP,,datapin_a
BSC 25-4813P,BSC254813P,7,GND,,datapin_a
BSC 25-4813P,BSC254813P,8,HTR,,datapin_a
BSC 25-4813P,BSC254813P,9,ABL,,datapin_a
BSC 25-4813P,BSC254813P,10,180V,180.0,datapin_a
BSC 25-N1003A-4-R,BSC25N1003A4R,1,TEP,,datapin_a
BSC 25-N1003A-4-R,BSC25N1003A4R,2,COL,,datapin_a
BSC 25-N1003A-4-R,BSC25N1003A4R,3,TEP,,datapin_a
BSC 25-N1003A-4-R,BSC25N1003A4R,4,B+,,datapin_a
BSC 25-N1003A-4-R,BSC25N1003A4R,5,TEP,,datapin_a
BSC 25-N1003A-4-R,BSC25N1003A4R,6,TEP,,datapin_a
BSC 25-N1003A-4-R,BSC25N1003A4R,7,GND,,datapin_a
BSC 25-N1003A-4-R,BSC25N1003A4R,8,HTR,,datapin_a
BSC 25-N1003A-4-R,BSC25N1003A4R,9,ABL,,datapin_a
BSC 25-N1003A-4-R,BSC25N1003A4R,10,180V,180.0,datapin_a
BSC 25-T1010A,BSC25T1010A,1,TEP,,datapin_a
BSC 25-T1010A,BSC25T1010A,2,COL,,datapin_a
BSC 25-T1010A,BSC25T1010A,3,TEP,,datapin_a
BSC 25-T1010A,BSC25T1010A,4,B+,,datapin_a
BSC 25-T1010A,BSC25T1010A,5,TEP,,datapin_a
BSC 25-T1010A,BSC25T1010A,6,TEP,,datapin_a
BSC 25-T1010A,BSC25T1010A,7,GND,,datapin_a
